# t AFE1_1	AFE1_2	AFE1_3	AFE1_4	AFE2_1	AFE2_2	AFE2_3	AFE2_4	AFE3_1	AFE3_2	AFE3_3	AFE3_4	AFE4_1	AFE4_2	AFE4_3	AFE4_4	
925 9.338379E-4 0.010386658 0.011984253 0.009352112 0.0 0.0 0.0 0.0 -0.004623413 -0.011732483 -0.0099105835 -0.004545593 0.0058410647 0.0026779175 0.011325073 0.0016983033 
927 0.0014831544 0.010899353 0.012492371 0.009796143 0.0 0.0 0.0 0.0 -0.005181885 -0.012277222 -0.010638428 -0.005332947 0.005744934 0.0024215698 0.011183167 0.0015289307 
929 5.4931643E-5 0.009178162 0.010826111 0.008624268 0.0 0.0 0.0 0.0 -0.0050354004 -0.01204834 -0.010336304 -0.0050354004 0.005342102 0.0020874024 0.010858155 0.0012817383 
931 0.0022796632 0.010990906 0.012098694 0.009887695 0.0 0.0 0.0 0.0 -0.0046966556 -0.011682129 -0.01003418 -0.0046966556 0.0068618776 0.0036483766 0.0121856695 0.0025268556 
933 1.739502E-4 0.0088623045 0.010716247 0.008930969 0.0 0.0 0.0 0.0 -0.00526886 -0.01230011 -0.010702515 -0.005433655 0.0047103884 0.0014785767 0.010272217 7.5073243E-4 
935 5.4016116E-4 0.00953064 0.011595154 0.009544373 0.0 0.0 0.0 0.0 -0.005168152 -0.01230011 -0.010542298 -0.005218506 0.0054016113 0.0022201538 0.010945129 0.0015106201 
937 8.239746E-5 0.009292603 0.011549378 0.009672547 0.0 0.0 0.0 0.0 -0.0046463013 -0.011585998 -0.009823608 -0.0044036866 0.0060333256 0.0026641847 0.011380005 0.0017440796 
939 -9.6130374E-5 0.008944702 0.011036682 0.009205627 0.0 0.0 0.0 0.0 -0.0050399783 -0.012084961 -0.010574341 -0.005168152 0.0055526732 0.0022705079 0.010995484 0.0014511108 
941 0.0013229371 0.010441589 0.012107849 0.0097320555 0.0 0.0 0.0 0.0 -0.0048431396 -0.011883546 -0.010231018 -0.004930115 0.0057357787 0.0025360107 0.011228943 0.0016296387 
943 -6.225586E-4 0.008802796 0.010908509 0.008953857 0.0 0.0 0.0 0.0 -0.005383301 -0.012496948 -0.010908509 -0.0056259157 0.006111145 0.0028289796 0.011448669 0.0020004273 
945 6.362915E-4 0.009851075 0.011686707 0.009402466 0.0 0.0 0.0 0.0 -0.005053711 -0.012162781 -0.010437012 -0.0051132203 0.0048294067 0.001625061 0.010432434 0.0010253907 
947 0.001020813 0.010217286 0.0118606575 0.009535218 0.0 0.0 0.0 0.0 -0.003895569 -0.0107803345 -0.0089675905 -0.0036026002 0.006596375 0.003291321 0.0119018555 0.0023529052 
949 7.5073243E-4 0.00986023 0.011663819 0.009365845 0.0 0.0 0.0 0.0 -0.0047286986 -0.011750794 -0.010098266 -0.0047882083 0.0052139284 0.0019363404 0.010670471 0.0011627198 
951 4.989624E-4 0.009631348 0.011485291 0.009338379 0.0 0.0 0.0 0.0 -0.0057357787 -0.012840271 -0.011123657 -0.0058410647 0.00552063 0.0022659302 0.01096344 0.001437378 
953 5.5389403E-4 0.009754944 0.011457825 0.009306336 0.0 0.0 0.0 0.0 -0.0050445558 -0.012144471 -0.010469056 -0.005282593 0.005053711 0.0015197755 0.01005249 5.1269535E-4 
955 0.001171875 0.010281372 0.011920166 0.009617615 0.0 0.0 0.0 0.0 -0.00493927 -0.011906434 -0.010231018 -0.0048477175 0.004508972 7.0495607E-4 0.009539795 2.609253E-4 
957 -7.3699956E-4 0.00854187 0.0106338505 0.008802796 0.0 0.0 0.0 0.0 -0.0049346923 -0.012002564 -0.01028595 -0.0049575805 0.0073013306 0.003781128 0.012268066 0.0028060914 
959 -9.155274E-6 0.009255982 0.011082458 0.009059143 0.0 0.0 0.0 0.0 -0.005090332 -0.012226868 -0.010601806 -0.0053512575 0.005863953 0.002774048 0.011453248 0.0018814087 
961 9.658814E-4 0.010125733 0.011791993 0.009507752 0.0 0.0 0.0 0.0 -0.005607605 -0.012661744 -0.011087037 -0.0056945803 0.0051589967 0.002119446 0.010908509 0.001171875 
963 8.834839E-4 0.010020447 0.011682129 0.009407043 0.0 0.0 0.0 0.0 -0.0040145875 -0.010876465 -0.009072877 -0.0035980225 0.0059463503 0.0025863647 0.011219787 0.0016845703 
965 5.9051515E-4 0.0097640995 0.0115448 0.009329224 0.0 0.0 0.0 0.0 -0.005763245 -0.012931824 -0.011398315 -0.006152344 0.0053100586 0.0020599365 0.010839844 0.0014556885 
967 4.5318605E-4 0.009727478 0.01146698 0.009338379 0.0 0.0 0.0 0.0 -0.0048065186 -0.011897278 -0.01020813 -0.004856873 0.006349182 0.0038543702 0.012762452 0.0029296875 
969 8.285523E-4 0.010025024 0.011659241 0.009489441 0.0 0.0 0.0 0.0 -0.005154419 -0.012249757 -0.01061554 -0.00526886 0.0059280396 0.0032546998 0.012121582 0.0021789551 
971 3.2501222E-4 0.009461976 0.011384583 0.009375 0.0 0.0 0.0 0.0 -0.0054473877 -0.01255188 -0.010903931 -0.005612183 0.005030823 0.0015701294 0.010249329 8.6517335E-4 
973 -2.0141603E-4 0.009036255 0.010899353 0.008889771 0.0 0.0 0.0 0.0 -0.004060364 -0.011036682 -0.009352112 -0.0039413455 0.0075942995 0.0043807984 0.012899781 0.0032455446 
975 9.70459E-4 0.0100891115 0.011750794 0.0095855715 0.0 0.0 0.0 0.0 -0.004893494 -0.011979676 -0.010249329 -0.0049575805 0.0062026978 0.0031036378 0.011732483 0.00209198 
977 7.5531006E-4 0.009851075 0.011576843 0.009402466 0.0 0.0 0.0 0.0 -0.0050628665 -0.012144471 -0.010386658 -0.0050765993 0.005506897 0.0020233155 0.010693359 0.0013458253 
979 4.348755E-4 0.009681702 0.011448669 0.009306336 0.0 0.0 0.0 0.0 -0.0049987794 -0.011965943 -0.01028595 -0.005067444 0.0052368166 0.0019683838 0.010748291 0.0014099121 
981 5.3100585E-4 0.009722901 0.011448669 0.009265137 0.0 0.0 0.0 0.0 -0.0050628665 -0.012107849 -0.010565186 -0.005223084 0.005026245 0.0020507814 0.0108856205 0.0012313843 
983 7.141113E-4 0.009887695 0.011631775 0.009411621 0.0 0.0 0.0 0.0 -0.0048660277 -0.011929322 -0.010171509 -0.0048294067 0.00610199 0.0027328492 0.011361695 0.0017990113 
985 5.5389403E-4 0.0097640995 0.011590577 0.009599305 0.0 0.0 0.0 0.0 -0.0050216676 -0.012057495 -0.010473633 -0.0052001956 0.004893494 0.0015701294 0.010180664 5.9051515E-4 
987 -7.919312E-4 0.008555603 0.010542298 0.008592225 0.0 0.0 0.0 0.0 -0.005923462 -0.013156128 -0.011553955 -0.006344605 0.0060195923 0.002824402 0.011517334 0.0018630982 
989 8.331299E-4 0.009974671 0.011723328 0.009539795 0.0 0.0 0.0 0.0 -0.0040740967 -0.011027527 -0.009255982 -0.0038269043 0.006669617 0.0033325197 0.011975098 0.0024261475 
991 9.887696E-4 0.010226441 0.011869812 0.009663391 0.0 0.0 0.0 0.0 -0.0054382323 -0.012460328 -0.010835267 -0.0055618286 0.006079102 0.002774048 0.011457825 0.0019821168 
993 7.3699956E-4 0.009901429 0.011627197 0.009425354 0.0 0.0 0.0 0.0 -0.0046829223 -0.011727906 -0.010020447 -0.004627991 0.0058731083 0.0025543214 0.011375427 0.0018630982 
995 5.584717E-4 0.0096588135 0.0114624025 0.009306336 0.0 0.0 0.0 0.0 -0.0053878785 -0.012515259 -0.010945129 -0.0056991577 0.0055984496 0.0023529052 0.011045838 0.0015701294 
997 7.2784425E-4 0.0099105835 0.011549378 0.009379578 0.0 0.0 0.0 0.0 -0.005378723 -0.012528992 -0.010876465 -0.005529785 0.0044586184 0.0012176514 0.010006714 5.218506E-4 
999 0.0024810792 0.011448669 0.012702942 0.010249329 0.0 0.0 0.0 0.0 -0.0043670656 -0.011169434 -0.009365845 -0.0039367676 0.0062805177 0.0029205324 0.011540222 0.0018585206 
1001 -2.3803712E-4 0.008912659 0.010876465 0.008807373 0.0 0.0 0.0 0.0 -0.0047195437 -0.011787415 -0.010171509 -0.0048431396 0.004989624 0.0017349244 0.010496521 9.796143E-4 
1003 5.1269535E-4 0.009672547 0.011412049 0.009342956 0.0 0.0 0.0 0.0 -0.0058959965 -0.013101197 -0.01162262 -0.0062576295 0.0060058595 0.0026687623 0.011430359 0.0018447876 
1005 9.979248E-4 0.010107422 0.011746217 0.009494019 0.0 0.0 0.0 0.0 -0.004916382 -0.011975098 -0.010166931 -0.004856873 0.006134033 0.0028884888 0.0116088865 0.0020004273 
1007 5.859375E-4 0.009887695 0.011508179 0.009251404 0.0 0.0 0.0 0.0 -0.0046325685 -0.011558533 -0.009809876 -0.0044586184 0.005474854 0.0022018433 0.011013794 0.0015289307 
1009 4.852295E-4 0.009649659 0.011439514 0.009219361 0.0 0.0 0.0 0.0 -0.004953003 -0.011965943 -0.010263062 -0.004815674 0.007159424 0.0036758424 0.012322999 0.0027145387 
1011 5.5389403E-4 0.009741211 0.011434937 0.009260559 0.0 0.0 0.0 0.0 -0.004627991 -0.011650085 -0.009947205 -0.0046829223 0.004838562 0.0015747071 0.010350036 8.9263916E-4 
1013 0.0020004273 0.011091614 0.0125106815 0.009924317 0.0 0.0 0.0 0.0 -0.0056762695 -0.012895203 -0.011347962 -0.0060928348 0.0047286986 0.0016159058 0.010487366 8.7432866E-4 
1015 5.0354007E-5 0.009333801 0.011082458 0.008976745 0.0 0.0 0.0 0.0 -0.004335022 -0.011187744 -0.009507752 -0.004069519 0.0058502196 0.002545166 0.0113159185 0.0017166138 
1016 1.3732911E-5 0.009292603 0.011151123 0.009086609 0.0 0.0 0.0 0.0 -0.0057312013 -0.01278534 -0.011233521 -0.005960083 0.005506897 0.0023025514 0.010972596 0.0014602662 
1019 4.943848E-4 0.009722901 0.011471557 0.009251404 0.0 0.0 0.0 0.0 -0.004916382 -0.0119338995 -0.010240174 -0.0049346923 0.005667114 0.0024765015 0.011174011 0.0015792847 
1021 7.919312E-4 0.0099838255 0.011709595 0.009494019 0.0 0.0 0.0 0.0 -0.004701233 -0.011741638 -0.0100891115 -0.004641724 0.0063949586 0.00317688 0.0118606575 0.0022796632 
1022 8.6517335E-4 0.01005249 0.011737061 0.009498596 0.0 0.0 0.0 0.0 -0.0056579593 -0.01280365 -0.011224366 -0.005822754 0.0047698976 0.0015930176 0.010441589 8.468628E-4 
1024 5.5389403E-4 0.009851075 0.0116088865 0.009292603 0.0 0.0 0.0 0.0 -0.004879761 -0.011769105 -0.010121155 -0.0046966556 0.006655884 0.0033096315 0.011956788 0.002320862 
1026 0.001020813 0.010166931 0.011686707 0.009361267 0.0 0.0 0.0 0.0 -0.0037261965 -0.010583497 -0.008752442 -0.0033737184 0.005506897 0.002156067 0.010816956 0.0012496948 
1028 0.0014556885 0.010610962 0.012094117 0.009828187 0.0 0.0 0.0 0.0 -0.0060470584 -0.013320923 -0.011773682 -0.0066009522 0.005369568 0.0021423341 0.0108535765 0.0012084962 
1030 -2.3345948E-4 0.008999634 0.01077118 0.008711243 0.0 0.0 0.0 0.0 -0.0050811768 -0.012039185 -0.010409546 -0.005145264 0.0057907104 0.0025222779 0.011297608 0.0017120362 
1032 5.950928E-5 0.009292603 0.010990906 0.008930969 0.0 0.0 0.0 0.0 -0.0051361085 -0.012171936 -0.010523987 -0.0051498413 0.0051864623 0.001963806 0.010716247 0.0011993408 
1034 9.658814E-4 0.010185242 0.011801148 0.009599305 0.0 0.0 0.0 0.0 -0.005154419 -0.0121856695 -0.010510254 -0.0051589967 0.0066650393 0.0034698488 0.01203003 0.0023391724 
1036 0.0012359619 0.010450745 0.012057495 0.0097640995 0.0 0.0 0.0 0.0 -0.004238892 -0.011251831 -0.009571838 -0.004161072 0.0056259157 0.0023254396 0.011050415 0.0014007569 
1038 7.69043E-4 0.009960937 0.011791993 0.009617615 0.0 0.0 0.0 0.0 -0.0054656984 -0.0126297 -0.01104126 -0.0057540894 0.004623413 0.0015151978 0.010354615 9.063721E-4 
1040 0.0011581421 0.010313416 0.012011719 0.009745789 0.0 0.0 0.0 0.0 -0.0046875 -0.011640931 -0.009896851 -0.0045043947 0.006079102 0.0028564453 0.0114624025 0.0019134522 
1042 0.0020828247 0.011238098 0.012730408 0.010400391 0.0 0.0 0.0 0.0 -0.005264282 -0.012290955 -0.01071167 -0.005456543 0.0056900023 0.0024719238 0.011201478 0.0016159058 
1044 -1.4648438E-4 0.009077454 0.010881043 0.00877533 0.0 0.0 0.0 0.0 -0.004879761 -0.011906434 -0.010148621 -0.004879761 0.0056533813 0.0023620606 0.011091614 0.0015335083 
1046 -5.996704E-4 0.008638001 0.010487366 0.008427429 0.0 0.0 0.0 0.0 -0.005126953 -0.012144471 -0.010427857 -0.0051177978 0.006381226 0.0030532838 0.011668396 0.0021011352 
1048 2.1057129E-4 0.009388733 0.011164856 0.009031678 0.0 0.0 0.0 0.0 -0.0057540894 -0.012908936 -0.0112838745 -0.0059326175 0.004605103 0.0014419556 0.010240174 7.461548E-4 
1050 9.5214846E-4 0.010176087 0.011750794 0.009553528 0.0 0.0 0.0 0.0 -0.0048294067 -0.011732483 -0.009965516 -0.0044769286 0.0060104374 0.0026916505 0.011347962 0.0017578126 
1052 0.0013916016 0.010569763 0.012149048 0.009938049 0.0 0.0 0.0 0.0 -0.004046631 -0.0108078 -0.0091140745 -0.0036712647 0.0058731083 0.0026504516 0.011233521 0.0016799928 
1054 -1.235962E-4 0.009182739 0.01127472 0.009379578 0.0 0.0 0.0 0.0 -0.00602417 -0.01303711 -0.011517334 -0.006330872 0.0054061892 0.0022338869 0.010935974 0.0013000489 
1056 0.0022109987 0.011288452 0.012890626 0.010368347 0.0 0.0 0.0 0.0 -0.0046737674 -0.011668396 -0.009997559 -0.0046554566 0.0058731083 0.0026367188 0.0113571165 0.0016983033 
1058 7.2784425E-4 0.0098373415 0.011640931 0.009370423 0.0 0.0 0.0 0.0 -0.005131531 -0.0121856695 -0.010469056 -0.0051223757 0.005506897 0.0022979737 0.01102295 0.0015609742 
1060 -8.9263916E-4 0.008432007 0.010427857 0.008239746 0.0 0.0 0.0 0.0 -0.0049072267 -0.011842347 -0.0102355955 -0.0047927857 0.0059463503 0.0026916505 0.011366272 0.0017990113 
1062 -8.9721684E-4 0.008331299 0.010189819 0.00802002 0.0 0.0 0.0 0.0 -0.0051223757 -0.012249757 -0.010597229 -0.005319214 0.0063583376 0.0030807497 0.011746217 0.002069092 
1064 2.7465821E-5 0.009246826 0.01096344 0.008770752 0.0 0.0 0.0 0.0 -0.0052917483 -0.012382507 -0.01086731 -0.005749512 0.0045959475 0.0014328003 0.0103408815 8.6517335E-4 
1066 7.965088E-4 0.009979248 0.011613465 0.009365845 0.0 0.0 0.0 0.0 -0.0045913695 -0.011613465 -0.009901429 -0.0045043947 0.005726624 0.002508545 0.011219787 0.0017303467 
1068 7.69043E-4 0.009960937 0.011782837 0.009819031 0.0 0.0 0.0 0.0 -0.0053100586 -0.012345887 -0.010716247 -0.0054244995 0.0057769776 0.0025131225 0.011196899 0.0016296387 
1070 0.0029708864 0.0120071415 0.013545227 0.010945129 0.0 0.0 0.0 0.0 -0.0046325685 -0.011636353 -0.009992981 -0.004586792 0.005630493 0.0023254396 0.011068726 0.0015060426 
1072 0.0023162842 0.011448669 0.012954712 0.01055603 0.0 0.0 0.0 0.0 -0.0048339847 -0.011814881 -0.010121155 -0.004838562 0.0061294558 0.0028793334 0.01156311 0.0018814087 
1074 7.2784425E-4 0.009892273 0.011686707 0.009544373 0.0 0.0 0.0 0.0 -0.005506897 -0.012593079 -0.010990906 -0.0057540894 0.0050857547 0.001940918 0.010661316 0.0011352539 
1076 -7.5073243E-4 0.008468628 0.010295105 0.008335876 0.0 0.0 0.0 0.0 -0.0058776857 -0.012927246 -0.011302185 -0.005937195 0.005529785 0.0023345947 0.011100769 0.0014648438 
1078 -0.0011444092 0.008088685 0.010043335 0.007933045 0.0 0.0 0.0 0.0 -0.0037490847 -0.010583497 -0.008766174 -0.0034103394 0.0063217166 0.003012085 0.011668396 0.0020233155 
1080 4.6234133E-4 0.009645081 0.011228943 0.008921814 0.0 0.0 0.0 0.0 -0.0060195923 -0.013279725 -0.011723328 -0.0065505984 0.005300903 0.002119446 0.010881043 0.0012268067 
1082 8.8806154E-4 0.010144043 0.011906434 0.00986023 0.0 0.0 0.0 0.0 -0.0045913695 -0.011576843 -0.009768677 -0.0044769286 0.0057724 0.0025588989 0.011233521 0.0016662598 
1084 9.20105E-4 0.010180664 0.011920166 0.009457397 0.0 0.0 0.0 0.0 -0.0048706057 -0.011837769 -0.010144043 -0.0048339847 0.005799866 0.0025314332 0.011141968 0.001689148 
1086 0.0037124634 0.01268921 0.013545227 0.010894775 0.0 0.0 0.0 0.0 -0.0048110965 -0.011810303 -0.010166931 -0.004815674 0.005140686 0.0019042969 0.010601806 0.0010391235 
1088 -7.736206E-4 0.008738709 0.010894775 0.00912323 0.0 0.0 0.0 0.0 -0.0043807984 -0.011265564 -0.009663391 -0.00426178 0.0068618776 0.003529358 0.012089539 0.0025588989 
1090 0.0024627687 0.011700439 0.012625122 0.00980072 0.0 0.0 0.0 0.0 -0.005383301 -0.012506104 -0.010972596 -0.005744934 0.0048248293 0.0017440796 0.010523987 0.0010299683 
1092 0.0011581421 0.009960937 0.01086731 0.008898926 0.0 0.0 0.0 0.0 -0.005332947 -0.012396241 -0.010762024 -0.0054519656 0.0054107667 0.0021743774 0.010945129 0.0015014649 
1094 -8.6517335E-4 0.008024598 0.0096588135 0.007823181 0.0 0.0 0.0 0.0 -0.004797363 -0.011814881 -0.01013031 -0.004838562 0.0059143067 0.002659607 0.0113159185 0.0017211915 
1096 7.6446537E-4 0.0100158695 0.011640931 0.00935669 0.0 0.0 0.0 0.0 -0.0049255374 -0.011888123 -0.010157776 -0.004893494 0.0055664065 0.0022888184 0.010990906 0.0014877319 
1098 -3.2958985E-4 0.009054566 0.010922241 0.008807373 0.0 0.0 0.0 0.0 -0.004838562 -0.01179657 -0.010116577 -0.0047882083 0.0057724 0.0025634766 0.011178589 0.0015655519 
1100 0.0022888184 0.011334228 0.0126297 0.01013031 0.0 0.0 0.0 0.0 -0.0052917483 -0.012286377 -0.010643005 -0.005383301 0.0058273314 0.002572632 0.011228943 0.0016662598 
1102 0.001373291 0.010418701 0.012057495 0.009654236 0.0 0.0 0.0 0.0 -0.0058181765 -0.012973023 -0.01129303 -0.006079102 0.00493927 0.0017669678 0.010446168 9.658814E-4 
1104 1.235962E-4 0.009503174 0.011549378 0.00929718 0.0 0.0 0.0 0.0 -0.0041519166 -0.010922241 -0.009127808 -0.0037857057 0.0064224247 0.0031860352 0.011883546 0.0022705079 
1106 8.514405E-4 0.010180664 0.012149048 0.009864807 0.0 0.0 0.0 0.0 -0.0052734376 -0.01230011 -0.010652161 -0.00552063 0.0055023194 0.0022247315 0.010954285 0.001387024 
1108 6.958008E-4 0.009901429 0.011668396 0.009274292 0.0 0.0 0.0 0.0 -0.0046096803 -0.011590577 -0.009892273 -0.004545593 0.0056625367 0.0024307251 0.011206055 0.0015701294 
1110 0.0012634278 0.010542298 0.0118286135 0.009562683 0.0 0.0 0.0 0.0 -0.005168152 -0.012149048 -0.01055603 -0.0052734376 0.006037903 0.002659607 0.011325073 0.0017623901 
1112 -4.852295E-4 0.008761597 0.010729981 0.008830261 0.0 0.0 0.0 0.0 -0.00501709 -0.012094117 -0.010395813 -0.005049133 0.0045043947 0.0014465332 0.0101623535 6.591797E-4 
1114 5.722046E-4 0.0097640995 0.011540222 0.009320068 0.0 0.0 0.0 0.0 -0.0044036866 -0.011334228 -0.009663391 -0.004220581 0.006848145 0.0034973146 0.012094117 0.0025680542 
1116 0.0012039185 0.010290528 0.01197052 0.009539795 0.0 0.0 0.0 0.0 -0.004605103 -0.011759949 -0.010134888 -0.0047698976 0.0056625367 0.0023483278 0.010995484 0.0015518189 
1118 7.3699956E-4 0.009906006 0.011645508 0.009397889 0.0 0.0 0.0 0.0 -0.0054840087 -0.012538147 -0.010954285 -0.0057037356 0.0052368166 0.0020324707 0.010716247 0.0010894776 
1120 8.19397E-4 0.009997559 0.011759949 0.009526062 0.0 0.0 0.0 0.0 -0.004879761 -0.011810303 -0.010102845 -0.004797363 0.0057403566 0.0025039674 0.011196899 0.0014099121 
1122 5.859375E-4 0.009841919 0.011576843 0.00935669 0.0 0.0 0.0 0.0 -0.00493927 -0.011984253 -0.01030426 -0.0050628665 0.005744934 0.002622986 0.011366272 0.0017120362 
1124 9.7503664E-4 0.010107422 0.011737061 0.009397889 0.0 0.0 0.0 0.0 -0.0049484256 -0.011956788 -0.010317993 -0.0049621584 0.0055892947 0.002293396 0.010922241 0.0013687134 
1126 -4.0740968E-4 0.008885193 0.0108856205 0.009036255 0.0 0.0 0.0 0.0 -0.0051223757 -0.012135316 -0.010569763 -0.005360413 0.0063354494 0.0032546998 0.011837769 0.0023025514 
1128 -2.975464E-4 0.009054566 0.010990906 0.008770752 0.0 0.0 0.0 0.0 -0.006015015 -0.0132019045 -0.011654663 -0.006303406 0.0046188356 0.0016525269 0.010578918 9.2468265E-4 
1130 0.0010574341 0.0102355955 0.011897278 0.00960846 0.0 0.0 0.0 0.0 -0.0045959475 -0.011494446 -0.009736634 -0.0043670656 0.006193543 0.0030944825 0.012057495 0.0025222779 
1132 0.0011123657 0.010226441 0.011906434 0.009631348 0.0 0.0 0.0 0.0 -0.0044036866 -0.011361695 -0.009516907 -0.00426178 0.006211853 0.003442383 0.012373352 0.0028060914 
1134 5.447388E-4 0.00978241 0.01152649 0.009242249 0.0 0.0 0.0 0.0 -0.005419922 -0.012547303 -0.010890198 -0.005648804 0.0058319094 0.0021469116 0.010656739 0.0012176514 
1136 5.264282E-4 0.0097640995 0.01156311 0.009342956 0.0 0.0 0.0 0.0 -0.004994202 -0.012052918 -0.010345459 -0.0051223757 0.006239319 0.0028976442 0.011453248 0.0019683838 
1138 4.4860842E-4 0.009663391 0.011485291 0.009187317 0.0 0.0 0.0 0.0 -0.005342102 -0.012318421 -0.010743714 -0.005419922 0.0057174684 0.002458191 0.011206055 0.0014328003 
1139 0.0017120362 0.0108123785 0.012409974 0.010025024 0.0 0.0 0.0 0.0 -0.0050765993 -0.012117005 -0.01036377 -0.005163574 0.0064132693 0.0026367188 0.011242676 0.0018356324 
1141 -7.965088E-4 0.008468628 0.010414124 0.008422852 0.0 0.0 0.0 0.0 -0.0044677737 -0.011457825 -0.009681702 -0.0044219973 0.006225586 0.0029342652 0.011723328 0.0022018433 
1143 5.722046E-4 0.009773254 0.011521912 0.009333801 0.0 0.0 0.0 0.0 -0.005593872 -0.01268921 -0.011027527 -0.005786133 0.0046691895 0.0014923096 0.01030426 8.4228517E-4 
1145 0.0010070801 0.010176087 0.011878967 0.009667969 0.0 0.0 0.0 0.0 -0.004023743 -0.010908509 -0.009072877 -0.003694153 0.00451355 0.0013687134 0.010308838 8.9263916E-4 
1147 4.852295E-4 0.009718323 0.011476136 0.009242249 0.0 0.0 0.0 0.0 -0.004930115 -0.0118606575 -0.010084534 -0.0049713138 0.0052917483 0.0020874024 0.010830688 9.7503664E-4 
1149 5.996704E-4 0.0098373415 0.011489868 0.009365845 0.0 0.0 0.0 0.0 -0.005090332 -0.012213135 -0.010501099 -0.0052734376 0.0046829223 0.0015426637 0.010414124 8.834839E-4 
1151 7.965088E-4 0.010006714 0.011705018 0.009466553 0.0 0.0 0.0 0.0 -0.0047927857 -0.011810303 -0.0101623535 -0.004815674 0.0073928833 0.004046631 0.0125106815 0.0026504516 
1153 8.1481936E-4 0.010002136 0.011915589 0.009741211 0.0 0.0 0.0 0.0 -0.0059692385 -0.013179016 -0.011576843 -0.006340027 0.0055435183 0.002380371 0.011077881 0.0015701294 
1155 -9.887696E-4 0.008413697 0.010372925 0.008477784 0.0 0.0 0.0 0.0 -0.0055252076 -0.012648011 -0.011087037 -0.005763245 0.0065734866 0.003291321 0.011920166 0.0023162842 
1157 6.1340333E-4 0.0097320555 0.01152649 0.009402466 0.0 0.0 0.0 0.0 -0.0039962768 -0.010899353 -0.008976745 -0.0036254884 0.0061981203 0.0028564453 0.011567689 0.0020095825 
1159 8.69751E-4 0.009988404 0.011723328 0.009365845 0.0 0.0 0.0 0.0 -0.0054794312 -0.0124374395 -0.010743714 -0.005612183 0.0048660277 0.001689148 0.010450745 9.429932E-4 
1161 3.2501222E-4 0.009535218 0.011270142 0.009091186 0.0 0.0 0.0 0.0 -0.0046325685 -0.011590577 -0.00986023 -0.0046325685 0.005355835 0.002041626 0.010729981 0.0011398316 
1163 5.218506E-4 0.009718323 0.011471557 0.009283448 0.0 0.0 0.0 0.0 -0.005419922 -0.012396241 -0.010816956 -0.0055618286 0.004293823 0.0011535644 0.009974671 5.4016116E-4 
1165 4.852295E-4 0.009791565 0.011521912 0.009274292 0.0 0.0 0.0 0.0 -0.0051361085 -0.01222229 -0.010510254 -0.0052734376 0.005245972 0.002041626 0.010629273 0.0010665894 
1167 0.0022750855 0.011265564 0.012625122 0.010047913 0.0 0.0 0.0 0.0 -0.004426575 -0.011343384 -0.009599305 -0.004220581 0.0067245485 0.0034378052 0.012098694 0.0024169923 
1169 -1.3275146E-4 0.009072877 0.011018372 0.009008789 0.0 0.0 0.0 0.0 -0.005749512 -0.012831116 -0.011247254 -0.0060928348 0.0057952884 0.0025360107 0.011251831 0.0017074585 
1171 4.7607423E-4 0.009768677 0.011553955 0.009352112 0.0 0.0 0.0 0.0 -0.0046920776 -0.011682129 -0.010043335 -0.004586792 0.0061294558 0.002998352 0.01162262 0.002069092 
1173 7.736206E-4 0.010020447 0.011691284 0.009498596 0.0 0.0 0.0 0.0 -0.0051864623 -0.012208558 -0.010523987 -0.005278015 0.0059188846 0.002833557 0.011457825 0.0018814087 
1175 6.9122313E-4 0.0098373415 0.01156311 0.0094390875 0.0 0.0 0.0 0.0 -0.004312134 -0.011251831 -0.009521484 -0.004101563 0.0051177978 0.0019821168 0.010729981 0.001185608 
1177 3.5705566E-4 0.009539795 0.011352539 0.009155273 0.0 0.0 0.0 0.0 -0.00476532 -0.011764526 -0.010093689 -0.0047058105 0.0060058595 0.0027832033 0.011407471 0.001890564 
1179 2.7923586E-4 0.009457397 0.0112106325 0.008990479 0.0 0.0 0.0 0.0 -0.005305481 -0.012355042 -0.010743714 -0.005456543 0.0052139284 0.0019454956 0.010578918 0.0010482789 
1181 0.002069092 0.0111053465 0.012615968 0.009979248 0.0 0.0 0.0 0.0 -0.0059463503 -0.013165284 -0.011558533 -0.006367493 0.004742432 0.001638794 0.010391235 8.9721684E-4 
1183 2.975464E-4 0.009539795 0.011297608 0.009219361 0.0 0.0 0.0 0.0 -0.0039916993 -0.0109588625 -0.009091186 -0.003657532 0.006115723 0.0028793334 0.0115448 0.0019180299 
1185 1.5563965E-4 0.009393311 0.011343384 0.009251404 0.0 0.0 0.0 0.0 -0.0058547975 -0.012986756 -0.011503601 -0.006230164 0.005671692 0.002371216 0.0111373905 0.0015289307 
1187 6.9122313E-4 0.009924317 0.011705018 0.009489441 0.0 0.0 0.0 0.0 -0.0048248293 -0.011732483 -0.010075378 -0.004737854 0.0058776857 0.0026458742 0.011384583 0.0018081665 
1189 5.3100585E-4 0.009832764 0.011576843 0.009347535 0.0 0.0 0.0 0.0 -0.00476532 -0.011805725 -0.010116577 -0.004852295 0.006239319 0.0029708864 0.011558533 0.0019866943 
1191 7.3699956E-4 0.009924317 0.011691284 0.009384155 0.0 0.0 0.0 0.0 -0.0054473877 -0.012542725 -0.010917664 -0.0055984496 0.0047058105 0.0015014649 0.010327148 8.7432866E-4 
