# t AFE1_1	AFE1_2	AFE1_3	AFE1_4	AFE2_1	AFE2_2	AFE2_3	AFE2_4	AFE3_1	AFE3_2	AFE3_3	AFE3_4	AFE4_1	AFE4_2	AFE4_3	AFE4_4	
457 5.447388E-4 0.0097640995 0.0115356445 0.009315491 0.0 0.0 0.0 0.0 -0.0047103884 -0.0118286135 -0.009965516 -0.004660034 0.005397034 0.0021331788 0.0109588625 0.0013916016 
459 9.20105E-4 0.010116577 0.011805725 0.0095855715 0.0 0.0 0.0 0.0 -0.005049133 -0.012217713 -0.010441589 -0.00519104 0.005506897 0.0022384643 0.011000061 0.0015060426 
462 8.468628E-4 0.009970093 0.0117553715 0.009526062 0.0 0.0 0.0 0.0 -0.004586792 -0.011540222 -0.009791565 -0.0044952394 0.0070312503 0.00368042 0.012391663 0.002622986 
464 9.063721E-4 0.010166931 0.011892701 0.009443665 0.0 0.0 0.0 0.0 -0.0057540894 -0.012918091 -0.011247254 -0.0059188846 0.005758667 0.0024856569 0.011206055 0.0015930176 
466 0.0 0.009283448 0.011082458 0.0088211065 0.0 0.0 0.0 0.0 -0.0046829223 -0.011613465 -0.009883118 -0.004664612 0.0057174684 0.0024536133 0.0111373905 0.0014831544 
468 9.109497E-4 0.009988404 0.011668396 0.009407043 0.0 0.0 0.0 0.0 -0.0046463013 -0.011750794 -0.009979248 -0.0046463013 0.005786133 0.0023941041 0.011187744 0.0015472412 
471 0.0010986328 0.010134888 0.011929322 0.009791565 0.0 0.0 0.0 0.0 -0.005245972 -0.012396241 -0.010647583 -0.0053741457 0.0056030275 0.002243042 0.011054993 0.001524353 
473 5.0354004E-4 0.009741211 0.011512756 0.009365845 0.0 0.0 0.0 0.0 -0.0048110965 -0.011911011 -0.0101943975 -0.0048477175 0.0051177978 0.0018539429 0.010610962 0.0011627198 
475 -2.609253E-4 0.009013367 0.01078949 0.008560181 0.0 0.0 0.0 0.0 -0.0047470094 -0.011585998 -0.009741211 -0.0043258667 0.006678772 0.003405762 0.011920166 0.0023941041 
478 5.9051515E-4 0.009745789 0.011471557 0.009205627 0.0 0.0 0.0 0.0 -0.005593872 -0.012799073 -0.011109925 -0.0059509277 0.005026245 0.0017990113 0.010478211 0.0010620117 
480 0.0022155761 0.011402893 0.013082886 0.010624695 0.0 0.0 0.0 0.0 -0.004678345 -0.011613465 -0.009851075 -0.0045822146 0.006037903 0.002760315 0.011347962 0.0017807008 
482 -2.8381348E-4 0.008921814 0.0108123785 0.008734131 0.0 0.0 0.0 0.0 -0.004975891 -0.012025452 -0.01028595 -0.005053711 0.005456543 0.002156067 0.0109588625 0.0013458253 
484 -6.958008E-4 0.00854187 0.010464477 0.008139038 0.0 0.0 0.0 0.0 -0.0048202514 -0.011810303 -0.009960937 -0.00476532 0.0066284183 0.0032546998 0.01187439 0.002256775 
487 0.0014785767 0.010610962 0.012213135 0.00978241 0.0 0.0 0.0 0.0 -0.0049987794 -0.012089539 -0.010226441 -0.0050811768 0.005497742 0.0021697998 0.0109588625 0.0014144898 
489 0.0017990113 0.011036682 0.012794495 0.010514832 0.0 0.0 0.0 0.0 -0.0058410647 -0.01295929 -0.01131134 -0.006074524 0.005140686 0.0018997192 0.010569763 0.0011398316 
491 -4.119873E-5 0.009219361 0.011114502 0.008885193 0.0 0.0 0.0 0.0 -0.004801941 -0.011842347 -0.01005249 -0.004801941 0.0060058595 0.002774048 0.0114624025 0.0018493653 
493 -0.001538086 0.007754517 0.009951782 0.00803833 0.0 0.0 0.0 0.0 -0.0050720214 -0.012194824 -0.010491944 -0.0052001956 0.0055526732 0.0024215698 0.011068726 0.0015014649 
495 0.0014923096 0.010743714 0.0125839235 0.010176087 0.0 0.0 0.0 0.0 -0.004815674 -0.011878967 -0.010240174 -0.004911804 0.006445313 0.0031219483 0.011737061 0.0021469116 
497 0.0018585206 0.010784912 0.0123321535 0.009924317 0.0 0.0 0.0 0.0 -0.0055435183 -0.012776185 -0.011050415 -0.0058044433 0.0049484256 0.0016845703 0.010450745 0.0010162353 
499 -3.5247803E-4 0.009333801 0.01162262 0.009246826 0.0 0.0 0.0 0.0 -0.003945923 -0.010935974 -0.009127808 -0.0038635256 0.0064910892 0.0032089234 0.011869812 0.0021789551 
501 -0.0015197755 0.007315064 0.009526062 0.0079925535 0.0 0.0 0.0 0.0 -0.0064315796 -0.01379242 -0.012240601 -0.0069946293 0.0052322387 0.0019958497 0.01078949 0.0011901855 
503 1.373291E-4 0.009237671 0.011325073 0.009283448 0.0 0.0 0.0 0.0 -0.0041152956 -0.01104126 -0.0091140745 -0.003794861 0.0061203004 0.0027694702 0.011421204 0.0018447876 
505 0.001890564 0.011087037 0.012236023 0.009686279 0.0 0.0 0.0 0.0 -0.005049133 -0.012121582 -0.0103408815 -0.005131531 0.005593872 0.002330017 0.011068726 0.0015151978 
507 -3.982544E-4 0.008692932 0.010981751 0.008702087 0.0 0.0 0.0 0.0 -0.004815674 -0.011723328 -0.010043335 -0.0047195437 0.0061843875 0.0028198243 0.011553955 0.0020645142 
509 0.0023666383 0.011645508 0.0134857185 0.010546875 0.0 0.0 0.0 0.0 -0.0053512575 -0.012478638 -0.010775757 -0.0055984496 0.0051864623 0.0019729615 0.010716247 0.0012130737 
512 7.965088E-4 0.009901429 0.011654663 0.009411621 0.0 0.0 0.0 0.0 -0.0042892457 -0.0113571165 -0.009384155 -0.004142761 0.0066467286 0.0032180788 0.011915589 0.0022613525 
514 7.095337E-4 0.009924317 0.011737061 0.00945282 0.0 0.0 0.0 0.0 -0.0038177492 -0.010693359 -0.008720398 -0.0033325197 0.006088257 0.0028198243 0.011457825 0.0018676758 
516 4.6234133E-4 0.009631348 0.011384583 0.009269714 0.0 0.0 0.0 0.0 -0.005218506 -0.012254334 -0.010528564 -0.005223084 0.005612183 0.0022338869 0.010986328 0.0015060426 
518 3.707886E-4 0.009471131 0.011421204 0.009219361 0.0 0.0 0.0 0.0 -0.005104065 -0.012171936 -0.010464477 -0.005296326 0.0055755614 0.002330017 0.011091614 0.0013412476 
521 0.002192688 0.011178589 0.012670899 0.009915161 0.0 0.0 0.0 0.0 -0.0048248293 -0.01177826 -0.010075378 -0.00476532 0.0050216676 0.0018951417 0.0106338505 9.7503664E-4 
523 -1.09863286E-4 0.009146119 0.011087037 0.008903503 0.0 0.0 0.0 0.0 -0.005923462 -0.013041687 -0.011444092 -0.0062072757 0.0047286986 0.0012496948 0.0099426275 5.767822E-4 
525 0.001387024 0.010391235 0.012158204 0.009832764 0.0 0.0 0.0 0.0 -0.0041152956 -0.01102295 -0.009205627 -0.003927612 0.0055526732 0.0019958497 0.010931397 0.0015701294 
527 5.4016116E-4 0.009741211 0.011558533 0.009420777 0.0 0.0 0.0 0.0 -0.005415344 -0.012556458 -0.010922241 -0.0056579593 0.006330872 0.0034194947 0.012263489 0.0024810792 
529 4.7607423E-4 0.009640503 0.011412049 0.00920105 0.0 0.0 0.0 0.0 -0.0050949096 -0.012236023 -0.010473633 -0.0052505494 0.0061065676 0.002545166 0.010972596 0.0013320923 
531 7.141113E-4 0.009759522 0.011531067 0.009320068 0.0 0.0 0.0 0.0 -0.0047561647 -0.011791993 -0.009919739 -0.0047470094 0.0058273314 0.0023391724 0.010844422 0.0015701294 
533 -2.1514893E-4 0.009155273 0.011091614 0.009077454 0.0 0.0 0.0 0.0 -0.0052139284 -0.0123641975 -0.010665894 -0.005397034 0.003982544 7.919312E-4 0.009814453 4.3945314E-4 
535 0.0011352539 0.01028595 0.011984253 0.00954895 0.0 0.0 0.0 0.0 -0.004605103 -0.01162262 -0.009805298 -0.004449463 0.006454468 0.0032684328 0.0117553715 0.001940918 
538 7.5531006E-4 0.009883118 0.011613465 0.009370423 0.0 0.0 0.0 0.0 -0.0050399783 -0.012098694 -0.010414124 -0.0052368166 0.0057312013 0.0024398805 0.011082458 0.001524353 
540 2.7923586E-4 0.009420777 0.011302185 0.009242249 0.0 0.0 0.0 0.0 -0.0053283693 -0.012428284 -0.0107070925 -0.0054519656 0.006239319 0.0030532838 0.011618042 0.0021743774 
542 5.218506E-4 0.009722901 0.011489868 0.009265137 0.0 0.0 0.0 0.0 -0.0044403076 -0.011398315 -0.009631348 -0.0042251586 0.0053512575 0.0021331788 0.010821533 0.0012268067 
544 7.736206E-4 0.009901429 0.011759949 0.009503174 0.0 0.0 0.0 0.0 -0.005456543 -0.012634277 -0.01096344 -0.005648804 0.0052139284 0.00184021 0.010629273 0.0011260987 
546 8.19397E-4 0.009924317 0.011846924 0.0095123295 0.0 0.0 0.0 0.0 -0.004348755 -0.011384583 -0.009603882 -0.004298401 0.0070312503 0.0036621094 0.012304688 0.0026550293 
548 0.0014831544 0.0106338505 0.012240601 0.010029602 0.0 0.0 0.0 0.0 -0.0057769776 -0.01295929 -0.011347962 -0.0061431886 0.0052368166 0.0020553588 0.0108078 0.0013000489 
551 -7.69043E-4 0.008560181 0.010569763 0.008491516 0.0 0.0 0.0 0.0 -0.0037399293 -0.010601806 -0.008802796 -0.0033599855 0.0061706547 0.0028518678 0.01152649 0.0019271851 
553 8.8806154E-4 0.01013031 0.011824036 0.009603882 0.0 0.0 0.0 0.0 -0.004801941 -0.011737061 -0.01003418 -0.0046691895 0.005744934 0.0024215698 0.011141968 0.0016433717 
555 5.0354004E-4 0.009700012 0.011503601 0.009237671 0.0 0.0 0.0 0.0 -0.0051361085 -0.012199402 -0.010510254 -0.0052093505 0.0052368166 0.002041626 0.010729981 0.0012405396 
557 6.1798096E-4 0.0097640995 0.011558533 0.009301758 0.0 0.0 0.0 0.0 -0.004701233 -0.011691284 -0.009896851 -0.0046463013 0.0067428593 0.0033462525 0.011938477 0.002444458 
559 8.6517335E-4 0.010075378 0.011892701 0.009539795 0.0 0.0 0.0 0.0 -0.005648804 -0.012794495 -0.0111053465 -0.005923462 0.004888916 0.0017349244 0.010565186 0.0010253907 
561 -9.979248E-4 0.008335876 0.010331727 0.008386231 0.0 0.0 0.0 0.0 -0.004197693 -0.01111908 -0.009288025 -0.0038406374 0.006463623 0.0030349733 0.011640931 0.0020324707 
564 0.0021881105 0.0112106325 0.012748718 0.010221863 0.0 0.0 0.0 0.0 -0.005218506 -0.012277222 -0.010565186 -0.005332947 0.005493164 0.002357483 0.010954285 0.0014282226 
566 3.0212404E-4 0.009594726 0.011366272 0.009274292 0.0 0.0 0.0 0.0 -0.0049209595 -0.012103272 -0.010350036 -0.005053711 0.0055755614 0.0024673461 0.011160279 0.0015609742 
568 0.001020813 0.010212707 0.011943054 0.009713746 0.0 0.0 0.0 0.0 -0.004953003 -0.01204834 -0.01030426 -0.0049484256 0.006642151 0.0032226564 0.011915589 0.0022979737 
571 3.2043457E-4 0.009480285 0.01121521 0.008981324 0.0 0.0 0.0 0.0 -0.0050994875 -0.012236023 -0.010414124 -0.0051589967 0.0058776857 0.0026916505 0.011343384 0.0017578126 
573 2.7923586E-4 0.00935669 0.011192322 0.008958436 0.0 0.0 0.0 0.0 -0.005960083 -0.013146973 -0.011430359 -0.0061981203 0.0053466796 0.00209198 0.010816956 0.0013137817 
575 0.0015151978 0.010606385 0.012336731 0.010075378 0.0 0.0 0.0 0.0 -0.0038269043 -0.01078949 -0.008848572 -0.0034881593 0.005607605 0.0023391724 0.010981751 0.0014831544 
577 8.560181E-4 0.010066223 0.011897278 0.009722901 0.0 0.0 0.0 0.0 -0.0046966556 -0.011650085 -0.009869385 -0.0045043947 0.005786133 0.0025543214 0.011242676 0.0016525269 
579 7.965088E-4 0.009947205 0.011769105 0.009434509 0.0 0.0 0.0 0.0 -0.005049133 -0.0120803835 -0.010400391 -0.005204773 0.0059326175 0.0025909424 0.011270142 0.0017257691 
581 -9.338379E-4 0.008422852 0.010244751 0.008189392 0.0 0.0 0.0 0.0 -0.004742432 -0.011723328 -0.010020447 -0.004742432 0.006921387 0.0035064698 0.012149048 0.0025177002 
584 8.1481936E-4 0.009915161 0.0117553715 0.009480285 0.0 0.0 0.0 0.0 -0.0055801393 -0.012666321 -0.010986328 -0.005836487 0.004779053 0.0015518189 0.010331727 8.3770754E-4 
586 0.0017852783 0.011018372 0.012652588 0.010345459 0.0 0.0 0.0 0.0 -0.004724121 -0.0116088865 -0.009832764 -0.0045410157 0.0059692385 0.0027008057 0.011297608 0.0017944337 
588 3.6621095E-5 0.009301758 0.011109925 0.008926392 0.0 0.0 0.0 0.0 -0.0042663575 -0.011174011 -0.009375 -0.004083252 0.005845642 0.0026000978 0.011338807 0.0017349244 
590 -5.9051515E-4 0.008624268 0.010720826 0.0086425785 0.0 0.0 0.0 0.0 -0.0050765993 -0.012139893 -0.010478211 -0.0052139284 0.005635071 0.0023895265 0.011151123 0.0015014649 
592 3.479004E-4 0.009539795 0.011480713 0.009375 0.0 0.0 0.0 0.0 -0.00493927 -0.012011719 -0.010221863 -0.0049575805 0.0064865113 0.003163147 0.011773682 0.0022018433 
594 0.0034835816 0.012515259 0.013568115 0.010606385 0.0 0.0 0.0 0.0 -0.0053283693 -0.012373352 -0.010665894 -0.0054428102 0.004815674 0.0016433717 0.010395813 9.2468265E-4 
596 0.002833557 0.011677551 0.012574769 0.009796143 0.0 0.0 0.0 0.0 -0.004220581 -0.01111908 -0.009347535 -0.004096985 0.006115723 0.0027236938 0.011457825 0.0019363404 
598 2.609253E-4 0.009864807 0.012149048 0.009722901 0.0 0.0 0.0 0.0 -0.0065231323 -0.013838196 -0.012139893 -0.0070266724 0.0054428102 0.0021423341 0.01086731 0.0012954712 
601 3.845215E-4 0.009562683 0.011499024 0.009329224 0.0 0.0 0.0 0.0 -0.004522705 -0.011517334 -0.009677124 -0.0044448855 0.0059692385 0.002746582 0.011279297 0.0016525269 
603 -5.218506E-4 0.008843995 0.011013794 0.009182739 0.0 0.0 0.0 0.0 -0.0050354004 -0.01204834 -0.010249329 -0.0049987794 0.0061660768 0.0028976442 0.011416626 0.0018951417 
605 6.591797E-4 0.00960846 0.0114624025 0.009342956 0.0 0.0 0.0 0.0 -0.004893494 -0.01195221 -0.010180664 -0.004916382 0.004650879 0.0015701294 0.01030426 7.141113E-4 
608 4.4403077E-4 0.009663391 0.011595154 0.009242249 0.0 0.0 0.0 0.0 -0.004660034 -0.011727906 -0.009960937 -0.004650879 0.0060699466 0.002833557 0.011347962 0.0018127442 
609 5.6304934E-4 0.009809876 0.011659241 0.009365845 0.0 0.0 0.0 0.0 -0.004174805 -0.01105957 -0.009228515 -0.0038177492 0.0064086914 0.0030624392 0.011668396 0.0020965578 
612 7.2784425E-4 0.009951782 0.011654663 0.009434509 0.0 0.0 0.0 0.0 -0.0044448855 -0.011380005 -0.009576417 -0.004312134 0.0059555057 0.0025863647 0.011224366 0.0017532349 
614 6.820679E-4 0.009864807 0.011686707 0.009425354 0.0 0.0 0.0 0.0 -0.005049133 -0.0120803835 -0.010423279 -0.005218506 0.0058181765 0.0025222779 0.011338807 0.0018127442 
616 0.0010070801 0.010166931 0.011947632 0.009631348 0.0 0.0 0.0 0.0 -0.004774475 -0.011787415 -0.009974671 -0.004737854 0.005415344 0.0020324707 0.010684204 0.001171875 
618 -0.0013412476 0.00803833 0.010176087 0.008326721 0.0 0.0 0.0 0.0 -0.005145264 -0.012181092 -0.010514832 -0.005305481 0.0059463503 0.0027832033 0.011567689 0.0019271851 
620 9.567261E-4 0.010070801 0.011929322 0.009613037 0.0 0.0 0.0 0.0 -0.004664612 -0.0116088865 -0.009754944 -0.0043670656 0.0057769776 0.0022842407 0.011054993 0.0016662598 
622 0.0010986328 0.010144043 0.0119018555 0.00954895 0.0 0.0 0.0 0.0 -0.0045684814 -0.011613465 -0.009791565 -0.0045593265 0.0061203004 0.003163147 0.011993408 0.0021652223 
624 5.218506E-4 0.009686279 0.011576843 0.009315491 0.0 0.0 0.0 0.0 -0.0049621584 -0.01204834 -0.010240174 -0.004975891 0.0068984986 0.0040008547 0.01268921 0.0029022216 
626 4.4860842E-4 0.009750366 0.011553955 0.009375 0.0 0.0 0.0 0.0 -0.005319214 -0.012391663 -0.010748291 -0.005342102 0.0055435183 0.0023529052 0.011054993 0.0016479492 
629 4.7607423E-4 0.009672547 0.01146698 0.009260559 0.0 0.0 0.0 0.0 -0.0048431396 -0.0119338995 -0.010157776 -0.004893494 0.0052917483 0.0020278932 0.010848999 0.0013641358 
631 -9.613037E-4 0.008340455 0.01051941 0.008747864 0.0 0.0 0.0 0.0 -0.0046920776 -0.011695862 -0.009873963 -0.004550171 0.0064910892 0.003240967 0.011897278 0.0021972656 
633 0.0022613525 0.011361695 0.0129776 0.010523987 0.0 0.0 0.0 0.0 -0.0045730593 -0.01162262 -0.009906006 -0.004678345 0.0055526732 0.0024215698 0.011109925 0.001689148 
635 -1.0070801E-4 0.009155273 0.01111908 0.00910492 0.0 0.0 0.0 0.0 -0.0046325685 -0.011636353 -0.009745789 -0.0045043947 0.006303406 0.003025818 0.011659241 0.0021011352 
637 3.9367678E-4 0.009494019 0.011393738 0.009187317 0.0 0.0 0.0 0.0 -0.005218506 -0.012446594 -0.010720826 -0.0053741457 0.0050949096 0.0018356324 0.010542298 9.658814E-4 
639 6.1340333E-4 0.009777832 0.0115448 0.009292603 0.0 0.0 0.0 0.0 -0.004335022 -0.011288452 -0.009516907 -0.00418396 0.0055664065 0.0023162842 0.010981751 0.001286316 
642 8.789063E-4 0.010075378 0.011814881 0.009663391 0.0 0.0 0.0 0.0 -0.0054061892 -0.01247406 -0.0108078 -0.0054061892 0.005397034 0.0021469116 0.010890198 0.0012405396 
644 0.0011764526 0.010258484 0.011993408 0.009677124 0.0 0.0 0.0 0.0 -0.0060699466 -0.013220215 -0.011581421 -0.006417847 0.0052368166 0.0019729615 0.010652161 0.0011764526 
646 -9.979248E-4 0.00836792 0.010368347 0.008409119 0.0 0.0 0.0 0.0 -0.0042297365 -0.011109925 -0.009274292 -0.003909302 0.0060470584 0.0027832033 0.011343384 0.0017349244 
648 0.0014785767 0.010583497 0.012231446 0.009869385 0.0 0.0 0.0 0.0 -0.0059463503 -0.013174439 -0.01162262 -0.006312561 0.004975891 0.0017669678 0.010583497 9.70459E-4 
650 0.001272583 0.010372925 0.012139893 0.009887695 0.0 0.0 0.0 0.0 -0.005282593 -0.012355042 -0.010679627 -0.005392456 0.0058731083 0.002572632 0.011233521 0.0016616822 
652 9.292603E-4 0.010107422 0.011929322 0.00962677 0.0 0.0 0.0 0.0 -0.005154419 -0.0121856695 -0.010487366 -0.0052139284 0.005941773 0.002609253 0.011380005 0.0017074585 
654 3.7994387E-4 0.009590149 0.011471557 0.009288025 0.0 0.0 0.0 0.0 -0.004797363 -0.011791993 -0.010107422 -0.004856873 0.006015015 0.0026412965 0.01146698 0.0018035889 
656 1.1901856E-4 0.009315491 0.0111373905 0.008963013 0.0 0.0 0.0 0.0 -0.005863953 -0.0129821785 -0.011302185 -0.0061294558 0.005154419 0.00209198 0.0108123785 0.001272583 
659 0.0012771607 0.01028595 0.0120071415 0.009526062 0.0 0.0 0.0 0.0 -0.005726624 -0.012950134 -0.011224366 -0.0060287477 0.0051773074 0.0018722535 0.010693359 0.0011810303 
662 6.1798096E-4 0.009754944 0.01162262 0.009516907 0.0 0.0 0.0 0.0 -0.005799866 -0.012936402 -0.011270142 -0.00602417 0.005809021 0.002609253 0.011347962 0.001638794 
664 7.736206E-4 0.010006714 0.011773682 0.009471131 0.0 0.0 0.0 0.0 -0.0051864623 -0.012236023 -0.010404969 -0.005131531 0.005415344 0.0021469116 0.010917664 0.0014236451 
666 -3.845215E-4 0.008766174 0.010670471 0.008564758 0.0 0.0 0.0 0.0 -0.0054290774 -0.012492371 -0.0108535765 -0.005493164 0.0065505984 0.0031585693 0.011892701 0.0022750855 
668 7.5531006E-4 0.009869385 0.011599732 0.009342956 0.0 0.0 0.0 0.0 -0.0055755614 -0.012680054 -0.01102295 -0.005763245 0.004893494 0.0017211915 0.010523987 9.887696E-4 
670 0.0015975953 0.010720826 0.01245575 0.010231018 0.0 0.0 0.0 0.0 -0.005900574 -0.0130554205 -0.011499024 -0.00627594 0.005255127 0.0020324707 0.010775757 0.001272583 
672 0.0011352539 0.01020813 0.011984253 0.009700012 0.0 0.0 0.0 0.0 -0.0057312013 -0.012840271 -0.011114502 -0.0058776857 0.005685425 0.0024902343 0.011141968 0.0015518189 
675 5.17273E-4 0.009599305 0.01137085 0.008976745 0.0 0.0 0.0 0.0 -0.0050079348 -0.012039185 -0.010395813 -0.005049133 0.005726624 0.0024810792 0.011169434 0.0015609742 
677 5.493164E-4 0.009631348 0.011494446 0.009205627 0.0 0.0 0.0 0.0 -0.0050628665 -0.012162781 -0.010414124 -0.005131531 0.0062850956 0.0029846192 0.011595154 0.0020553588 
679 0.0029479982 0.011984253 0.0135269165 0.011160279 0.0 0.0 0.0 0.0 -0.0050994875 -0.012094117 -0.0103408815 -0.0051223757 0.005781555 0.0025772096 0.011320496 0.0016296387 
681 8.7432866E-4 0.010066223 0.011695862 0.009526062 0.0 0.0 0.0 0.0 -0.004449463 -0.011567689 -0.009745789 -0.0045410157 0.006340027 0.0029388429 0.011627197 0.0020645142 
683 -4.4860842E-4 0.008734131 0.010588074 0.008432007 0.0 0.0 0.0 0.0 -0.005886841 -0.012904358 -0.011306763 -0.0061294558 0.0054061892 0.0021240234 0.010894775 0.0014007569 
685 4.943848E-4 0.009649659 0.011503601 0.009196472 0.0 0.0 0.0 0.0 -0.0048614503 -0.011782837 -0.010011292 -0.0048294067 0.005978394 0.0026779175 0.011347962 0.001789856 
687 0.0024993897 0.011521912 0.013050843 0.0106338505 0.0 0.0 0.0 0.0 -0.004975891 -0.012057495 -0.0102676395 -0.0050720214 0.0055755614 0.002293396 0.011082458 0.0014923096 
689 -2.7465821E-5 0.008963013 0.011050415 0.009072877 0.0 0.0 0.0 0.0 -0.005108643 -0.012217713 -0.010491944 -0.005342102 0.006349182 0.0029846192 0.011695862 0.0020645142 
692 0.0021148683 0.0117553715 0.0129821785 0.009938049 0.0 0.0 0.0 0.0 -0.004774475 -0.011759949 -0.0099838255 -0.004650879 0.005259705 0.0020187378 0.010821533 0.0011444092 
694 4.0283205E-4 0.009896851 0.011888123 0.009562683 0.0 0.0 0.0 0.0 -0.00627594 -0.013398743 -0.011782837 -0.0065643312 0.0056808474 0.002330017 0.0111373905 0.001538086 
697 0.0011260987 0.009896851 0.011375427 0.009265137 0.0 0.0 0.0 0.0 -0.0037490847 -0.010569763 -0.008738709 -0.003378296 0.0059280396 0.002572632 0.011343384 0.0017166138 
700 8.1024173E-4 0.010244751 0.011943054 0.009397889 0.0 0.0 0.0 0.0 -0.005104065 -0.012162781 -0.01038208 -0.005154419 0.005534363 0.0021514893 0.011036682 0.0014694214 
702 0.001171875 0.010221863 0.011851502 0.009466553 0.0 0.0 0.0 0.0 -0.0051132203 -0.012098694 -0.010336304 -0.0050582886 0.0053237914 0.0020645142 0.0108123785 0.0011947632 
